CommitHash,Author,Date,FilesChanged,Insertions,Deletions,Message
e4859af,MadhavArora1213,2025-12-05,2,27,11,"updated"
4a98b89,MadhavArora1213,2025-12-05,1,19,1,"updated"
d8886f1,MadhavArora1213,2025-12-05,1,184,6,"updated"
807f2fe,MadhavArora1213,2025-12-05,1,16,58,"update"
36c9886,MadhavArora1213,2025-12-05,1,15,3,"correct"
76c02d2,MadhavArora1213,2025-12-05,1,52,19,"update"
e718105,MadhavArora1213,2025-12-05,1,8,0,"update"
40bfc24,MadhavArora1213,2025-12-05,1,25,21,"correct"
ddb9f18,MadhavArora1213,2025-12-05,1,1,0,"correct"
c002f20,MadhavArora1213,2025-12-05,3,300,3,"update"
62cd413,MadhavArora1213,2025-12-05,8,8,8,"correct"
93e1e13,MadhavArora1213,2025-12-05,2,206,91,"correct"
643f1ef,MadhavArora1213,2025-12-05,1,1,1,"update"
f8150e1,MadhavArora1213,2025-12-05,2,14,1,"correct"
a27d575,MadhavArora1213,2025-12-05,2,112,36,"correct"
058b437,MadhavArora1213,2025-12-05,1,2,2,"correct"
2c55a9d,MadhavArora1213,2025-12-05,3,64,52,"correct"
05b8265,MadhavArora1213,2025-12-05,2,13,21,"correct"
dc381b8,MadhavArora1213,2025-12-05,3,83,86,"done"
c785f64,MadhavArora1213,2025-12-05,3,139,70,"updated"
8618a52,MadhavArora1213,2025-12-05,2,32,44,"updated"
db437ff,MadhavArora1213,2025-12-05,4,67,5,"correct"
ec8a21e,MadhavArora1213,2025-12-05,1,73,141,"correct"
e14c479,MadhavArora1213,2025-12-05,1,5,5,"update"
c9655c5,MadhavArora1213,2025-12-05,1,27,6,"update"
a3eaf97,MadhavArora1213,2025-12-05,2,2,2,"correctr"
95c4f59,MadhavArora1213,2025-12-05,3,7,12,"updated"
9164cbe,MadhavArora1213,2025-12-05,1,102,0,"updated"
a144f6d,MadhavArora1213,2025-12-05,5,35,5,"update"
3da59e7,MadhavArora1213,2025-12-05,1,155,7,"updated"
baaba42,MadhavArora1213,2025-12-05,1,5,5,"updated"
71fcf97,MadhavArora1213,2025-12-05,1,10,3,"userheader"
c975f29,MadhavArora1213,2025-12-05,3,127,2,"update"
711f326,MadhavArora1213,2025-12-05,1,160,31,"update email"
d237c4a,MadhavArora1213,2025-12-05,1,571,560,"correct"
dcaf0c0,MadhavArora1213,2025-12-05,1,12,0,"sidebar"
6b87696,MadhavArora1213,2025-12-05,2,164,47,"correct"
75b6f32,MadhavArora1213,2025-12-05,7,1231,4,"update"
54925db,MadhavArora1213,2025-12-05,1,3,6,"radio"
03ff165,MadhavArora1213,2025-12-05,1,2,25,"corret"
3b0c505,MadhavArora1213,2025-12-05,2,8,26,"correct"
90ff014,MadhavArora1213,2025-12-05,1,15,0,"added"
ad64ccf,MadhavArora1213,2025-12-05,1,2,8,"correct"
e2b83b3,MadhavArora1213,2025-12-05,1,6,6,"correct"
480f5e9,MadhavArora1213,2025-12-04,4,295,65,"correcr"
40cd60f,MadhavArora1213,2025-12-04,2,50,5,"correct"
bb97453,MadhavArora1213,2025-12-04,2,60,1,"correct"
77f2998,MadhavArora1213,2025-12-04,2,48,97,"update"
24bfb62,MadhavArora1213,2025-12-04,1,21,1,"correct"
f75403d,MadhavArora1213,2025-12-04,2,41,13,"correct"
fb07e25,MadhavArora1213,2025-12-04,1,1,1,"correct"
ddb786f,MadhavArora1213,2025-12-04,9,1235,2,"add the nomination form"
7c020dc,MadhavArora1213,2025-12-04,2,45,2,"correct"
bab29c2,MadhavArora1213,2025-12-04,1,6,2,"powerlist"
c25b060,MadhavArora1213,2025-12-04,1,9,0,"correct"
bb76b36,MadhavArora1213,2025-12-04,1,20,13,"update"
0fc6c2b,MadhavArora1213,2025-12-04,1,1,49,"powerlist change"
80a718f,MadhavArora1213,2025-12-04,1,14,10,"correct"
f30ad16,MadhavArora1213,2025-12-04,1,0,51,"updated"
5c318fc,MadhavArora1213,2025-12-04,1,42,32,"correct form"
d3921e8,MadhavArora1213,2025-12-04,1,16,26,"correct"
a4facc6,MadhavArora1213,2025-12-04,2,525,246,"correct real estate"
6dc8a04,MadhavArora1213,2025-12-04,2,35,8,"awards ui updated"
63cf069,MadhavArora1213,2025-12-04,2,383,0,"updated"
9d684f7,MadhavArora1213,2025-12-04,2,645,422,"change ui"
712fa3f,MadhavArora1213,2025-12-04,2,12,0,"correct"
da132ca,MadhavArora1213,2025-12-03,1,0,4,"correct"
5ccdba2,MadhavArora1213,2025-12-03,2,10,22,"correct"
517b44c,MadhavArora1213,2025-12-03,2,36,46,"update"
c165580,MadhavArora1213,2025-12-03,1,237,0,"update"
9122d1d,MadhavArora1213,2025-12-03,2,23,23,"correct"
88fc527,MadhavArora1213,2025-12-03,1,5,0,"correct"
f60e18b,MadhavArora1213,2025-12-03,1,4,0,"ok"
a11c1cf,MadhavArora1213,2025-12-03,5,223,61,"correct the ui of awards"
0f613d5,MadhavArora1213,2025-12-03,1,2,2,"correct"
d91040f,MadhavArora1213,2025-12-03,2,161,2,"correct"
cbafc7c,MadhavArora1213,2025-12-03,2,161,2,"correct"
64e7cab,MadhavArora1213,2025-12-03,1,23,31,"correct"
f652986,MadhavArora1213,2025-12-03,1,23,1,"corret"
ee7ea09,MadhavArora1213,2025-12-03,4,22,2,"correct"
7a00e27,MadhavArora1213,2025-12-03,1,15,0,"correct"
2161d7a,MadhavArora1213,2025-12-03,1,1,2,"corret"
30fa149,MadhavArora1213,2025-12-03,13,2886,28,"updated"
cd3e41b,MadhavArora1213,2025-12-03,2,12,13,"correct"
ee16809,MadhavArora1213,2025-12-03,1,1,1,"correct"
428df31,MadhavArora1213,2025-12-03,5,275,221,"update the ui"
b51ba57,MadhavArora1213,2025-12-03,2,26,0,"correct"
1c31e3f,MadhavArora1213,2025-12-03,1,28,26,"correct"
c8bb662,MadhavArora1213,2025-12-03,1,104,100,"update"
acf0719,MadhavArora1213,2025-12-03,1,117,83,"correct"
6c231e7,MadhavArora1213,2025-12-03,11,1261,6,"updated"
2b9a0a7,MadhavArora1213,2025-12-03,2,28,1,"correct"
bdff901,MadhavArora1213,2025-12-03,1,9,15,"correct"
a0cd8cd,MadhavArora1213,2025-12-03,2,18,3,"updated"
918860f,MadhavArora1213,2025-12-03,2,37,15,"added"
261ba59,MadhavArora1213,2025-12-03,2,11,2,"correct"
321e619,MadhavArora1213,2025-12-03,11,1307,23,"correct radio"
d93e7ad,MadhavArora1213,2025-12-03,1,3,28,"added"
cdca271,MadhavArora1213,2025-12-03,1,20,20,"updated"
dc7b571,MadhavArora1213,2025-12-03,4,129,189,"added"
6ef3377,MadhavArora1213,2025-12-03,1,4,0,"updarte"
8f068a4,MadhavArora1213,2025-12-03,7,1397,30,"make publication management"
07a14b0,MadhavArora1213,2025-12-03,63,4315,0,"update"
8499ea7,MadhavArora1213,2025-12-03,1,234,145,"UPDATE"
590e8c4,MadhavArora1213,2025-12-03,2,77,80,"update the ui"
58afd4e,MadhavArora1213,2025-12-03,2,63,0,"correct"
60b0ff5,MadhavArora1213,2025-12-03,2,421,372,"correct ui"
fc63edd,MadhavArora1213,2025-12-03,2,87,72,"added"
5cfcb9b,MadhavArora1213,2025-12-03,1,51,4,"correct"
e25b535,MadhavArora1213,2025-12-03,1,500,637,"correct"
a71cae2,MadhavArora1213,2025-12-03,1,232,13,"correct"
f6cdc48,MadhavArora1213,2025-12-03,1,11,167,"correct"
73e89db,MadhavArora1213,2025-12-03,5,169,3,"correct"
b1d12bf,MadhavArora1213,2025-12-03,9,45,45,"home page updated"
8a093a2,MadhavArora1213,2025-12-03,8,2366,6,"correct powerlist"
f9d7c9f,MadhavArora1213,2025-12-02,9,19,19,"done"
9ce1e96,MadhavArora1213,2025-12-02,1,15,0,"faq updated"
436b662,MadhavArora1213,2025-12-02,8,8,40,"correct"
f2e06a1,MadhavArora1213,2025-12-02,8,112,80,"update"
c5bb76b,MadhavArora1213,2025-12-02,9,181,82,"update all pages"
19ceb8f,MadhavArora1213,2025-12-02,1,2,14,"app.jsx correct"
729c4a1,MadhavArora1213,2025-12-02,12,575,6,"update the home page"
13c721e,MadhavArora1213,2025-12-02,1,2,2,"correct about.jsx"
978d834,MadhavArora1213,2025-12-02,4,7,11,"updateall home pge section"
269cdde,MadhavArora1213,2025-12-02,1,1,16,"correct slider"
f247805,MadhavArora1213,2025-12-02,1,1,2,"feature slider"
f594494,MadhavArora1213,2025-12-02,1,2,15,"update"
2419359,MadhavArora1213,2025-12-02,1,7,7,"correct"
29a1bf3,MadhavArora1213,2025-12-02,1,2,2,"popup update"
aa0b245,MadhavArora1213,2025-12-02,2,70,74,"corect"
e849810,MadhavArora1213,2025-12-02,1,70,54,"correct popup"
46516fa,MadhavArora1213,2025-12-02,1,1,1,"correct popup"
74239fd,MadhavArora1213,2025-12-02,1,3,2,"popup update"
0d3e181,MadhavArora1213,2025-12-02,1,2,1,"chnageline"
8084604,MadhavArora1213,2025-12-02,4,141,1992,"done"
ee656df,MadhavArora1213,2025-12-02,5,5,9,"correct"
5f02f38,MadhavArora1213,2025-12-02,3,3,3,"make better"
314d891,MadhavArora1213,2025-12-02,2,2,2,"correct"
cf1e88c,MadhavArora1213,2025-12-02,1,1,1,"home updated"
c129610,MadhavArora1213,2025-12-01,1,1,1,"correct"
2c29ad5,MadhavArora1213,2025-12-01,1,160,85,"correct"
39a5643,MadhavArora1213,2025-12-01,2,887,10,"correct"
6fd5b20,MadhavArora1213,2025-12-01,1,4,4,"radio.jsx update"
e532926,MadhavArora1213,2025-12-01,1,6,2,"correct"
480a6ad,MadhavArora1213,2025-12-01,1,3,0,"correct"
eeb1467,MadhavArora1213,2025-12-01,1,8,5,"correct"
414f5a8,MadhavArora1213,2025-12-01,2,713,2,"correct"
aea17e1,MadhavArora1213,2025-12-01,5,543,31,"correct agency"
0dd52ee,MadhavArora1213,2025-12-01,2,18,19,"correct"
88fb97e,MadhavArora1213,2025-12-01,6,304,61,"correct"
27648cf,MadhavArora1213,2025-12-01,2,60,9,"update articles page"
84971e4,MadhavArora1213,2025-12-01,1,6,6,"correct"
eff6667,MadhavArora1213,2025-12-01,3,201,67,"correct"
4bbd4b6,MadhavArora1213,2025-12-01,3,448,154,"corrrect order page"
b28dfdd,MadhavArora1213,2025-12-01,1,54,54,"corrected"
f8bf76b,MadhavArora1213,2025-12-01,4,662,12,"add orders delivered psge"
9ece135,MadhavArora1213,2025-12-01,1,1,12,"update"
acc2f97,MadhavArora1213,2025-12-01,1,5,5,"correct"
2dfe76f,MadhavArora1213,2025-12-01,1,112,129,"correct"
2d4e110,MadhavArora1213,2025-12-01,1,485,922,"how to guide"
74d15cc,MadhavArora1213,2025-12-01,1,49,574,"download"
e743161,MadhavArora1213,2025-12-01,3,461,165,"correct"
d57f780,MadhavArora1213,2025-12-01,1,6,7,"correct"
53a37c3,MadhavArora1213,2025-12-01,2,298,341,"correct"
268b737,MadhavArora1213,2025-12-01,1,1,1,"correct"
5c92516,MadhavArora1213,2025-12-01,1,11,0,"app"
39da0b8,MadhavArora1213,2025-12-01,1,26,42,"correct"
21f494f,MadhavArora1213,2025-12-01,2,24,73,"presss pack"
6c61d99,MadhavArora1213,2025-12-01,1,1,1,"fdgh"
6e22104,MadhavArora1213,2025-12-01,1,1,1,"correct"
9631b13,MadhavArora1213,2025-12-01,9,2658,254,"updated"
d732dd0,MadhavArora1213,2025-12-01,1,70,20,"radio"
a21aecc,MadhavArora1213,2025-12-01,1,44,155,"radio"
64e6011,MadhavArora1213,2025-12-01,1,1,1,"correct"
725b752,MadhavArora1213,2025-12-01,1,2,2,"event page"
c3054b4,MadhavArora1213,2025-12-01,2,72,54,"correct themepage"
0ef4807,MadhavArora1213,2025-12-01,4,103,31,"correc"
a19d87c,MadhavArora1213,2025-12-01,3,33,225,"correct"
e69d963,MadhavArora1213,2025-12-01,1,4,5,"theme"
b252d3c,MadhavArora1213,2025-12-01,1,1,1,"theme"
5e126de,MadhavArora1213,2025-12-01,10,2063,175,"correct theme page"
551bcad,MadhavArora1213,2025-12-01,1,1,1,"correct"
bddd650,MadhavArora1213,2025-12-01,1,802,251,"real esyate"
d04353f,MadhavArora1213,2025-12-01,1,531,257,"correct"
736b79d,MadhavArora1213,2025-12-01,1,180,55,"correct"
70c7375,MadhavArora1213,2025-12-01,1,50,18,"podcasters"
c7aa426,MadhavArora1213,2025-12-01,2,239,42,"update"
6cd93f6,MadhavArora1213,2025-12-01,2,149,16,"correct code"
65ba59b,MadhavArora1213,2025-12-01,2,42,55,"correct"
48f93e5,MadhavArora1213,2025-12-01,1,0,24,"sidebar"
f6567d9,MadhavArora1213,2025-12-01,3,576,217,"correcct"
ec1ebe4,MadhavArora1213,2025-12-01,1,7,1,"correct"
08bd545,MadhavArora1213,2025-12-01,3,79,17,"correct"
7495683,MadhavArora1213,2025-12-01,1,191,636,"correct"
1f6f5c1,MadhavArora1213,2025-12-01,6,91,168,"correct orders"
63bc160,MadhavArora1213,2025-11-30,3,149,141,"correct"
c600b49,MadhavArora1213,2025-11-30,11,1151,22,"correct"
92be03b,MadhavArora1213,2025-11-30,4,231,157,"correct"
2058cf2,MadhavArora1213,2025-11-30,4,410,98,"correct"
d4c28d2,MadhavArora1213,2025-11-30,1,49,109,"powerlist"
f55761d,MadhavArora1213,2025-11-30,7,1300,492,"code updated"
e501fd1,MadhavArora1213,2025-11-30,3,792,407,"update"
19cc805,MadhavArora1213,2025-11-30,1,47,5,"update"
52496dc,MadhavArora1213,2025-11-30,1,247,223,"publication"
15ca5e0,MadhavArora1213,2025-11-30,1,773,325,"correct"
f0c22c7,MadhavArora1213,2025-11-30,1,1,1,"user header"
edc3613,MadhavArora1213,2025-11-30,1,0,15,"faq update"
bed19e5,MadhavArora1213,2025-11-30,1,9,6,"added"
57cd3e1,MadhavArora1213,2025-11-30,2,13,3,"correct"
a4f078f,MadhavArora1213,2025-11-30,1,116,4,"correct"
3bf9e1d,MadhavArora1213,2025-11-30,3,413,3,"added"
149d61d,MadhavArora1213,2025-11-30,1,3,3,"correct"
ccd278a,MadhavArora1213,2025-11-30,2,61,34,"correct"
eb70603,MadhavArora1213,2025-11-30,11,1544,80,"order management"
f7ed8cc,MadhavArora1213,2025-11-30,1,58,46,"publication update"
002f979,MadhavArora1213,2025-11-30,2,129,89,"correct"
1c1f274,MadhavArora1213,2025-11-30,1,18,8,"correct"
62fddce,MadhavArora1213,2025-11-30,2,317,55,"correct"
4ffc8c7,MadhavArora1213,2025-11-30,1,3,3,"header update"
f8879a1,MadhavArora1213,2025-11-30,7,64,67,"correct"
3563509,MadhavArora1213,2025-11-29,1,61,30,"correct"
50c49c8,MadhavArora1213,2025-11-29,10,439,206,"correct"
cb4bd61,MadhavArora1213,2025-11-29,2,168,81,"update"
1dd5a76,MadhavArora1213,2025-11-29,1,7,1,"correct"
4f7d07a,MadhavArora1213,2025-11-29,1,18,6,"update"
54d184c,MadhavArora1213,2025-11-29,4,222,84,"update"
ba1ea0a,MadhavArora1213,2025-11-29,1,1,1,"index.html update"
4835eb8,MadhavArora1213,2025-11-29,1,8,1,"correct"
685efba,MadhavArora1213,2025-11-29,1,7,2,"correct"
5c2abf6,MadhavArora1213,2025-11-29,1,2,1,"correct"
4d766e0,MadhavArora1213,2025-11-29,4,371,179,"update the code"
1cfb177,MadhavArora1213,2025-11-29,2,7,8,"correct the errors"
a9e0b52,MadhavArora1213,2025-11-29,2,3,3,"updated"
6f6418d,MadhavArora1213,2025-11-29,20,1360,330,"correct"
6881c7a,MadhavArora1213,2025-11-29,5,248,41,"correct"
175c0ce,MadhavArora1213,2025-11-29,3,27,2,"correct"
b0d2591,MadhavArora1213,2025-11-29,1,42,0,"correct"
146db81,MadhavArora1213,2025-11-29,1,6,6,"article update"
cb63e3b,MadhavArora1213,2025-11-29,2,88,47,"correct"
f5ceac0,MadhavArora1213,2025-11-29,1,66,32,"correct"
6283a37,MadhavArora1213,2025-11-29,2,116,56,"correct"
9096fa5,MadhavArora1213,2025-11-29,2,76,35,"correct"
799bee3,MadhavArora1213,2025-11-29,2,54,43,"correct"
80c0ee5,MadhavArora1213,2025-11-29,6,6,6,"correct"
b7b9393,MadhavArora1213,2025-11-29,22,555,216,"code updated"
ee47edc,MadhavArora1213,2025-11-29,2,43,0,"update"
7a868a6,MadhavArora1213,2025-11-29,1,1,1,"correct"
1776b68,MadhavArora1213,2025-11-29,1,3,2,"update"
4973985,MadhavArora1213,2025-11-29,2,6,29,"updated"
214140f,MadhavArora1213,2025-11-29,2,32,142,"update"
4009390,MadhavArora1213,2025-11-29,1,47,6,"corect"
21c10b6,MadhavArora1213,2025-11-29,1,58,60,"update"
e53e4f9,MadhavArora1213,2025-11-29,1,12,48,"update"
4f7d325,MadhavArora1213,2025-11-29,2,4,28,"update"
94c6c27,MadhavArora1213,2025-11-29,3,372,368,"updatecode"
920d3ba,MadhavArora1213,2025-11-29,1,11,11,"update"
a06d315,MadhavArora1213,2025-11-29,1,8,3,"agency update"
b0ef90b,MadhavArora1213,2025-11-29,1,420,38,"correct"
01bdff8,MadhavArora1213,2025-11-28,2,44,1,"correct"
408e239,MadhavArora1213,2025-11-28,1,36,27,"responsive"
a9d368e,MadhavArora1213,2025-11-28,1,144,9,"update"
5ae3e95,MadhavArora1213,2025-11-28,1,83,125,"code update"
0b07f1f,MadhavArora1213,2025-11-28,1,951,140,"update"
94ed0e8,MadhavArora1213,2025-11-28,6,1753,95,"code updated"
04d8053,MadhavArora1213,2025-11-28,3,190,126,"update"
48e6a06,MadhavArora1213,2025-11-28,3,240,146,"code update"
1342ab1,MadhavArora1213,2025-11-28,11,520,218,"update the header"
320fb2c,MadhavArora1213,2025-11-28,1,139,39,"updated"
61507e5,MadhavArora1213,2025-11-28,3,257,461,"correct"
a298700,MadhavArora1213,2025-11-28,1,2,2,"icon update"
c7b1285,MadhavArora1213,2025-11-28,4,375,135,"correct filter"
580c1ec,MadhavArora1213,2025-11-28,4,120,102,"agency correct"
747e63b,MadhavArora1213,2025-11-28,3,41,106,"updated"
8e69006,MadhavArora1213,2025-11-28,10,1514,104,"corect updated"
c91c911,MadhavArora1213,2025-11-28,2,45,123,"radio"
0b9aa54,MadhavArora1213,2025-11-28,7,134,27,"updateed"
6baf177,MadhavArora1213,2025-11-28,4,112,36,"correct"
9a58876,MadhavArora1213,2025-11-28,2,67,9,"updated"
4d7ee67,MadhavArora1213,2025-11-28,1,54,2,"update"
7f8ce24,MadhavArora1213,2025-11-28,1,3,3,"updated"
f4f16aa,MadhavArora1213,2025-11-28,1,5,0,"otptest"
a8cb8d6,MadhavArora1213,2025-11-28,2,36,43,"updted"
d47a1a1,MadhavArora1213,2025-11-28,1,2,0,"update"
38e3355,MadhavArora1213,2025-11-28,1,1,1,"update"
d43a1cd,MadhavArora1213,2025-11-28,2,402,59,"update"
2a4e144,MadhavArora1213,2025-11-28,8,1335,26,"update"
5d0788f,MadhavArora1213,2025-11-28,1,646,21,"how to guide updated"
9ccf456,MadhavArora1213,2025-11-28,1,1,27,"updated"
bf504f2,MadhavArora1213,2025-11-28,1,1,36,"correct"
2817e3b,MadhavArora1213,2025-11-28,1,3,3,"video tutorial"
de08406,MadhavArora1213,2025-11-28,1,7,7,"update"
1facc0e,MadhavArora1213,2025-11-28,1,19,14,"correct"
63bd2a9,MadhavArora1213,2025-11-28,2,346,359,"correct"
939724d,MadhavArora1213,2025-11-28,1,14,4,"update"
07b04aa,MadhavArora1213,2025-11-28,1,19,2,"update"
e3c3d1a,MadhavArora1213,2025-11-28,1,9,2,"video tutorial"
1286e6a,MadhavArora1213,2025-11-28,2,132,135,"video correct"
bb6c3c4,MadhavArora1213,2025-11-27,1,740,162,"video tutorial"
e5056f8,MadhavArora1213,2025-11-27,2,575,15,"correct"
595df8e,MadhavArora1213,2025-11-27,1,48,20,"reporter"
830af68,MadhavArora1213,2025-11-27,1,45,8,"reporter submission correct"
4b481cd,MadhavArora1213,2025-11-27,1,23,21,"header update"
c8f2b57,MadhavArora1213,2025-11-27,1,127,252,"media"
52b05ca,MadhavArora1213,2025-11-27,1,308,163,"media"
3731e18,MadhavArora1213,2025-11-27,1,71,66,"update the ui"
bf761bf,MadhavArora1213,2025-11-27,1,2,2,"app.jsx"
4d448fd,MadhavArora1213,2025-11-27,1,150,765,"update"
9943065,MadhavArora1213,2025-11-27,1,2,2,"correct top header"
aef3aa1,MadhavArora1213,2025-11-27,3,837,2,"correct"
d4feaa1,MadhavArora1213,2025-11-27,2,8,10,"update header"
f2662df,MadhavArora1213,2025-11-27,1,17,17,"correct"
0b41ff6,MadhavArora1213,2025-11-27,1,41,40,"update"
89ca413,MadhavArora1213,2025-11-27,1,5,1,"update"
d22a80d,MadhavArora1213,2025-11-27,1,22,27,"update"
f8c014d,MadhavArora1213,2025-11-27,1,1,1,"update"
f9b501e,MadhavArora1213,2025-11-27,2,57,118,"email update"
cf4e28e,MadhavArora1213,2025-11-27,1,110,111,"sidebar updated"
b9e2d88,MadhavArora1213,2025-11-27,1,22,20,"PUBLICATION"
5cdc96b,MadhavArora1213,2025-11-27,1,3,3,"update teh icon"
6012070,MadhavArora1213,2025-11-27,2,1,13,"update the code"
28523b1,MadhavArora1213,2025-11-27,1,3,7,"update the code"
5f8a369,MadhavArora1213,2025-11-27,1,1,1,"api"
9eea997,MadhavArora1213,2025-11-27,4,29,6,"correct error"
c58a743,MadhavArora1213,2025-11-26,1,40,25,"workfow"
2651f1e,MadhavArora1213,2025-11-26,1,1,1,"powerlist"
764df26,MadhavArora1213,2025-11-26,1,2,2,"app"
217c804,MadhavArora1213,2025-11-26,1,2,2,"update the app.jsx"
a043c7c,MadhavArora1213,2025-11-26,4,4,4,"push"
2052426,MadhavArora1213,2025-11-26,32,1169,435,"updated"
cea6a15,MadhavArora1213,2025-11-25,11,856,216,"updated"
7ab58ec,MadhavArora1213,2025-11-24,94,11946,1462,"sdfg"
bd7b8f2,MadhavArora1213,2025-11-20,6,468,238,"correct"
05bcb0e,MadhavArora1213,2025-11-19,36,7776,19,"update the code"
5686286,MadhavArora1213,2025-11-18,20,4321,85,"ai articles"
8b4f4de,MadhavArora1213,2025-11-17,66,8561,203,"update article"
0515d3c,MadhavArora1213,2025-11-17,10,839,173,"added"
a741066,MadhavArora1213,2025-11-16,9,308,103,"correct"
e4333ac,MadhavArora1213,2025-11-16,1,23,11,"top header"
e22c39e,MadhavArora1213,2025-11-16,5,192,81,"update ui"
9f2494c,MadhavArora1213,2025-11-15,51,6648,43,"done with all dynamic pages"
7cf06eb,MadhavArora1213,2025-11-14,71,23012,32,"add the files"
4605361,MadhavArora1213,2025-11-12,160,15382,7,"update all pages"
c54406b,MadhavArora1213,2025-11-12,20,6419,0,"update the radio and paparazzi page"
3338405,MadhavArora1213,2025-11-11,32,12310,324,"awards and powerlist correctly added"
1f8fd02,MadhavArora1213,2025-11-11,6,329,53,"correct code all"
5e4bd49,MadhavArora1213,2025-11-11,7,157,269,"updated"
eafb776,MadhavArora1213,2025-11-11,17,1885,319,"updated"
0af5456,MadhavArora1213,2025-11-10,57,18683,45,"update teh code"
ea94add,MadhavArora1213,2025-11-09,8,2572,11,"update the another 6 pages design"
cf5ce5e,MadhavArora1213,2025-11-09,3,593,354,"update the ui of the header and the slider and auth modal"
05f298b,MadhavArora1213,2025-11-09,7,661,3,"made two more pages"
ec5d793,MadhavArora1213,2025-11-08,12,1995,601,"correct all the pages"
74423b5,MadhavArora1213,2025-11-08,29,4936,239,"update teh contact pae and homepage"
5542a02,MadhavArora1213,2025-11-08,4,366,132,"Make a About us page"
72a8bca,MadhavArora1213,2025-11-08,1,48,42,"Feature slider"
6870f3f,MadhavArora1213,2025-11-08,6,890,298,"done chanes"
2e3c2b6,MadhavArora1213,2025-11-07,5,489,211,"made more headers"
c4fd17b,MadhavArora1213,2025-11-07,10,1315,67,"add all headers"
47d3d98,MadhavArora1213,2025-11-05,7,247,0,"correct the code"
4cf128d,MadhavArora1213,2025-11-01,15,1161,461,"both login correct properly"
601c36c,MadhavArora1213,2025-11-01,17,2365,16,"make a admin login"
9e7818b,MadhavArora1213,2025-11-01,3,78,33,"correct"
5bdaca3,MadhavArora1213,2025-11-01,1,11,0,"correct"
cab9413,MadhavArora1213,2025-11-01,1,1,1,"correct ports"
cbba02d,MadhavArora1213,2025-11-01,47,14477,0,"add all initials files and setup login signup"
6863815,Madhav Arora,2025-11-01,1,0,0,"first commit"
